CITATION,Positive,Objective,Negative
in addition to sentence fusion compression algorithms chandrasekar doran and bangalore 1996 grefenstette 1998 mani gates and bloedorn 1999 knight and marcu 2002 jing and mckeown 2000 reizler et al 2003 and methods for expansion of a multiparallel corpus pang knight and marcu 2003 are other instances of such methods ,0,1,0
while this approach exploits only syntactic and lexical information jing and mckeown 2000 also rely on cohesion information derived from word distribution in a text phrases that are linked to a local context are retained while phrases that have no such links are dropped ,0,1,0
in addition to reducing the original sentences jing and mckeown 2000 use a number of manually compiled rules to aggregate reduced sentences for example reduced clauses might be conjoined with and ,0,1,0
previous research has addressed revision in singledocument summaries jing mckeown 2000 mani et al 1999 and has suggested that revising summaries can make them more informative and correct errors ,0,1,0
to contrast jing mckeown 2000 concentrated on analyzing humanwritten summaries in order to determine how professionals construct summaries ,0,1,0
the recent approach for editing extracted text spans jing and mckeown 2000 may also produce improvement for our algorithm ,1,0,0
first splitting and merging of sentences jing and mckeown 2000 which seems related to content planning and aggregation ,0,1,0
1 introduction the task of sentence compression or sentence reduction can be defined as summarizing a single sentence by removing information from it jing and mckeown 2000 ,0,1,0
one of the applications is in automatic summarization in order to compress sentences extracted for the summary lin 2003 jing and mckeown 2000 ,0,1,0
in cutandpaste summarization jing and mckeown 2000 sentence combination operations were implemented manually following the study of a set of professionally written abstracts however the particular pasting operation presented here was not implemented ,0,1,0
close to the problem studied here is jing and mckeowns jing and mckeown 2000 cutandpaste method founded on endresniggemeyers observations ,0,1,0
jing and mckeown 1999 2000 found that human summarization can be traced back to six cutandpaste operations of a text and proposed a revision method consisting of sentence reduction and combination modules with a sentence extraction part ,0,1,0
the specialist minimal commitment parser relies on the specialist lexicon as well as the xerox stochastic tagger cutting et al 1992 ,0,1,0
the two systems we use are engcg karlsson et al 1994 and the xerox tagger cutting et al 1992 ,0,1,0
22 xerox tagger the xerox tagger 1 xt cutting et al 1992 is a statistical tagger made by doug cutting julian kupiec jan pedersen and penelope sibun in xerox parc ,0,1,0
the xerox experiments cutting et al 1992 correspond to something between d1 and d2 and between to and t1 in that there is some initial biasing of the probabilities ,0,1,0
all 8907 articles were tagged by the xerox partofspeech tagger cutting et al 1992 4 ,0,1,0
cutting et al 1992 ,0,1,0
for czech we created a prototype of the first step of this process the partofspeech pos tagger using rank xerox tools tapanainen 1995 cutting et al 1992 ,0,1,0
5 related work cutting introduced grouping of words into equivalence classes based on the set of possible tags to reduce the number of the parameters cutting et al 1992 schmid used tile equivaleuce classes for smoothing ,0,1,0
in tabh 2 the accuracy rate of the nettagger is corollated to that of a trigram lmsed tagger kempe 1993 and a liidden markov model tagger cutting et al 1992 which were ,0,1,0
in this paper a new partofspeech tagging method hased on neural networks nettagger is presented and its performance is compared to that of a llmmtagger cutting et al 1992 and a trigrambased tagger kempe 1993 ,0,1,0
the performance of tle presented tagger is measured and compared to that of two other taggers cutting et al 1992 kempe 1993 ,0,1,0
no documentation of tile construction algorithm of the sulix lexicon in cutting et al 1992 was available ,0,1,0
the tagger used is thus one that does not need tagged and disambiguated material to be trained on namely the xpost originally constructed at xerox parc cutting et al 1992 cutting and pedersen 1993 ,0,1,0
it is usedas tagging mode in english church 1988 cutting et al 1992 and morphological analysis nlodel word segmentation and tagging in japanese nagata 1994 ,0,1,0
derose 1988 cutting et al 1992 merialdo 1994 ,0,1,0
52 assigning complex ambiguity tags in the tagging literature eg cutting et al 1992 an ambiguity class is often composed of the set of every possible tag for a word ,0,1,0
the corpus lines retained are partofspeech tagged cutting et al 1992 ,0,1,0
this text was partofspeech tagged using the xerox hmm tagger cutting et al 1992 ,0,1,0
no pretagged text is necessary for hidden markov models jelinek 1985 cutting et al 1991 kupiec 1992 ,0,1,0
we obtained 47025 50dimensional reduced vectors from the svd and clustered them into 200 classes using the fast clustering algorithm buckshot cutting et al 1992 group average agglomeration applied to a sample ,0,1,0
3 the statistical model we use the xerox partofspeech tagger cutting et al 1992 a statistical tagger made at the xerox palo alto research center ,0,1,0
this corpusbased information typically concerns sequences of 13 tags or words with some wellknown exceptions eg cutting et al 1992 ,0,1,0
as a common strategy pos guessers examine the endings of unknown words cutting et al 1992 along with their capitalization or consider the distribution of unknown words over specific partsofspeech weischedel et al 1993 ,0,1,0
on the other hand according to the datadriven approach a frequencybased language model is acquired from corpora and has the forms of ngrams church 1988 cutting et al 1992 rules hindle 1989 brill 1995 decision trees cardie 1994 daelemans et al 1996 or neural networks schmid 1994 ,0,1,0
pos disambiguation has usually been performed by statistical approaches mainly using the hidden markov model hmm in english research communities cutting et al 1992 kupiec 1992 weischedel et al 1993 ,0,1,0
the main application of these techniques to written input has been in the robust lexical tagging of corpora with partofspeech labels eg garside leech and sampson 1987 de rose 1988 meteer schwartz and weischedel 1991 cutting et al 1992 ,0,1,0
two main approaches have generally been considered rulebased klein and simmons 1963 brodda 1982 paulussen and martin 1992 brill et al 1990 probabilistic bahl and mercer 1976 debili 1977 stolz tannenbaum and carstensen 1965 marshall 1983 leech garside and atwell 1983 derouault and merialdo 1986 derose 1988 church 1989 beale 1988 marcken 1990 merialdo 1991 cutting et al 1992 ,0,1,0
stochastic taggers use both contextual and morphological information and the model parameters are usually defined or updated automatically from tagged texts cerfdanon and e1beze 1991 church 1988 cutting et al 1992 dermatas and kokkinakis 1988 1990 1993 1994 garside leech and sampson 1987 kupiec 1992 maltese department of electrical engineering wire communications laboratory wcl university of patras 265 00 patras greece ,0,1,0
unlike stochastic approaches to partofspeech tagging church 1988 kupiec 1992 cutting et al 1992 merialdo 1990 derose 1988 weischedel et al 1993 up to now the knowledge found in finitestate taggers has been handcrafted and was not automatically acquired ,0,1,0
7 independently cutting et al 1992 quote a performance of 800 words per second for their partofspeech tagger based on hidden markov models ,0,1,0
these methods have reported performance in the range of 9599 correct by word derose 1988 cutting et al 1992 jelinek mercer and roukos 1992 kupiec 1992 ,0,1,0
a number of partofspeech taggers are readily available and widely used all trained and retrainable on text corpora church 1988 cutting et al 1992 brill 1992 weischedel et al 1993 ,1,0,0
partofspeech tagging is an active area of research a great deal of work has been done in this area over the past few years eg jelinek 1985 church 1988 derose 1988 hindle 1989 demarcken 1990 merialdo 1994 brill 1992 black et al 1992 cutting et al 1992 kupiec 1992 charniak et al 1993 weischedel et al 1993 schutze and singer 1994 ,0,1,0
almost all recent work in developing automatically trained partofspeech taggers has been on further exploring markovmodel based tagging jelinek 1985 church 1988 derose 1988 demarcken 1990 merialdo 1994 cutting et al 1992 kupiec 1992 charniak et al 1993 weischedel et al 1993 schutze and singer 1994 ,0,1,0
as the baseline standard we took the endingguessing rule set supplied with the xerox tagger cutting et al 1992 ,0,1,0
the xerox tagger cutting et al 1992 comes with a set of rules that assign an unknown word a set of possible postags ie posclass on the basis of its ending segment ,0,1,0
cutting et al 1992 reported very high results 96 on the brown corpus for unsupervised pos tagging using hidden markov models hmms by exploiting handbuilt tag dictionaries and equivalence classes ,1,0,0
it is also possible to train statistical models using unlabeled data with the expectation maximization algorithm cutting et al 1992 ,0,1,0
for english there are many pos taggers employing machine learning techniques like transformationbased errordriven learning brill 1995 decision trees black et al 1992 markov model cutting et al 1992 maximum entropy methods ratnaparkhi 1996 etc there are also taggers which are hybrid using both stochastic and rulebased approaches such as claws garside and smith 1997 ,0,1,0
in such cases additional information may be coded into the hmm model to achieve higher accuracy cutting et al 1992 ,0,1,0
stochastic models cutting et al 1992 dermatas et al 1995 brants 2000 have been widely used in pos tagging for simplicity and language independence of the models ,1,0,0
this situation is very similar to that involved in training hmm text taggers where joint probabilities are computed that a particular word corresponds to a particular partofspeech and the rest of the words in the sentence are also generated eg cutting et al 1992 ,0,1,0
making such an assumption is reasonable since pos taggers that can achieve accuracy of 96 are readily available to assign pos to unrestricted english sentences brill 1992 cutting et al 1992 ,0,1,0
derose 1988 cutting et al 1992 church 1988 ,0,1,0
there has been a large number of studies in tagging and morphological disambiguation using various techniques such as statistical techniques eg church 1988 cutting et al 1992 derose 1988 constraintbased techniques karlsson et al 1995 voutilainen 1995b voutilainen heikkili and anttila 1992 voutilainen and tapanainen 1993 oflazer and kurusz 1994 oflazer and till 1996 and transformationbased techniques brilt 1992 brill 1994 brill 1995 ,0,1,0
second the automatic approach in which the model is automatically obtained from corpora either raw or annotated 1 and consists of ngrams garside et al 1987 cutting et ah 1992 rules hindle 1989 or neural nets schmid 1994 ,0,1,0
cutting et al 1992 local rules eg hindle 1989 and neural networks eg schmid 1994 ,0,1,0
2000 that draws on a stochastic tagger see cutting et al 1992 for details as well as the specialist lexicon5 a large syntactic lexicon of both general and medical english that is distributed with the umls ,0,1,0
the xerox tagger comes with a list of builtin ending guessing rules cutting et al 1992 ,0,1,0
it has been known for some years that good performance can be realized with partial tagging and a hidden markov model cutting et al 1992 ,1,0,0
this analysis depends on the specialist lexicon and the xerox partofspeech tagger cutting et al 1992 and provides simple noun phrases that are mapped to concepts in the umls metathesaurus using metamap aronson 2001 ,0,1,0
the initial phase relies on a parser that draws on the specialist lexicon mccray et al 1994 and the xerox partofspeech tagger cutting et al 1992 to produce an underspecified categorial analysis ,0,1,0
many approaches for pos tagging have been developed in the past including rulebased tagging brill 1995 hmm taggers brants 2000 cutting and others 1992 maximumentropy models rathnaparki 1996 cyclic dependency networks toutanova et al 2003 memorybased learning daelemans et al 1996 etc all of these approaches require either a large amount of annotated training data for supervised tagging or a lexicon listing all possible tags for each word for unsupervised tagging ,0,0,1
brills results demonstrate that this approach can outperform the hidden markov model approaches that are frequently used for partofspeech tagging jelinek 1985 church 1988 derose 1988 cutting et al 1992 weischedel et al 1993 as well as showing promise for other applications ,0,0,1
it is possible to use unsupervised learning to train stochastic taggers without the need for a manually annotated corpus by using the baumwelch algorithm baum 1972 jelinek 1985 cutting et al 1992 kupiec 1992 elworthy 1994 merialdo 1995 ,0,1,0
this method is employed in kupiec 1992 cutting et al 1992 ,0,1,0
almost all of the work in the area of automatically trained taggers has explored markovmodel based part of speech tagging jelinek 1985 church 1988 derose 1988 demarcken 1990 cutting et al 1992 kupiec 1992 charniak et al 1993 weischedel et al 1993 schutze and singer 1994 lin et al 1994 elworthy 1994 merialdo 1995 ,0,1,0
1 introduction in the partofspeech hterature whether taggers are based on a rulebased approach klein and simmons 1963 brill 1992 voutilainen 1993 or on a statistical one bahl and mercer 1976 leech et al 1983 merialdo 1994 derose 1988 church 1989 cutting et al 1992 there is a debate as to whether more attention should be paid to lexical probabilities rather than contextual ones ,0,1,0
5 comparison with other approaches in some sense this approach is similar to the notion of ambiguity classes explained in kupiec 1992 and cutting et al 1992 where words that belong to the same partofspeech figure together ,0,1,0
most work on statistical methods has used ngram models or hidden markov modelbased taggers eg church 1988 derose 1988 cutting et al 1992 merialdo 1994 etc ,0,1,0
generalized forward backward reestimation generalization of the forward and viterbi algorithm in english part of speech taggers the maximization of equation 1 to get the most likely tag sequence is accomplished by the viterbi algorithm church 1988 and the maximum likelihood estimates of the parameters of equation 2 are obtained from untagged corpus by the forwardbackward algorithm cutting et al 1992 ,0,1,0
the accuracy of the derived model depends heavily on the initial bias but with a good choice results are comparable to those of method three cutting et al 1992 ,0,1,0
cutting et al 1992 feldweg 1995 the tagger for grammatical functions works with lexical and contextual probability measures pq ,0,1,0
in our experiments we used the hidden markov model hmm tagging method described in cutting et al 1992 ,0,1,0
the pos disambiguation has usually been performed by statistical approaches mainly using hidden markov model hmm cutting et al 1992 kupiec ,0,1,0
our statistical tagging model is adjusted from standard bigrams using the viterbisearch cutting et al 1992 plus onthefly extra computing of lexical probabilities for unknown morphemes ,0,1,0
examples of such affinities include synonyms terra and clarke 2003 verb similarities resnik and diab 2000 and word associations rapp 2002 ,0,1,0
several papers have looked at higherorder representations but have not examined the equivalence of synpara distributions when formalized as markov chains schutze and pedersen 1993 lund and burgess 1996 edmonds 1997 rapp 2002 biemann et al 2004 lemaire and denhiere 2006 ,0,0,1
roughly in keeping with rapp 2002 we hereby regard paradigmatic assocations as those based largely on word similarity ie including those typically classed as synonyms antonyms hypernyms hyponyms etc whereas syntagmatic associations are all those words which strongly invoke one another yet which cannot readily be said to be similar ,0,1,0
then by using evaluations similar to those described in baroni et al 2008 and by rapp 2002 we show that the best distancebased measures correlate better overall with human association scores than do the best window based configurations see section 4 and that they also serve as better predictors of the strongest human associations see section 5 ,0,1,0
while choosing an optimum window size for an application is often subject to trial and error there are some generally recognized tradeoffs between small versus large windows such as the impact of datasparseness and the nature of the associations retrieved church and hanks 1989 church and hanks 1991 rapp 2002 measures based on distance between words in the text ,0,1,0
3 methodology similar to rapp 2002 baroni et al 2008 among others we use comparison to human assocation datasets as a test bed for the scores produced by computational association measures ,0,1,0
we use evaluations similar to those used before rapp 2002 pado and lapata 2007 baroni et al 2008 among others ,0,1,0
at the present time given the key role of window size in determining the selection and apparent strength of associations under the conventional cooccurrence model highlighted here and in the works of church et al 1991 rapp 2002 wang 2005 and schulte im walde melinger 2008 we would urge that this is an issue which windowdriven studies continue to conscientiously address at the very least scale is a parameter which findings dependent on distributional phenomena must be qualified in light of ,0,1,0
as rapp 2002 observes choosing a window size involves making a tradeoff between various qualities ,0,1,0
21 scaledependence it has been shown that varying the size of the context considered for a word can impact upon the performance of applications rapp 2002 yarowsky florian 2002 there being no ideal window size for all applications ,0,1,0
22 data sparseness another facet of the general tradeoff identified by rapp 2002 pertains to how limitations in862 herent in the combination of data and cooccurrence retrieval method are manifest ,0,1,0
this is one manifestation of what is commonly referred to as the data sparseness problem and was discussed by rapp 2002 as a sideeffect of specificity ,0,1,0
3 algorithm as in previous work rapp 2002 our computations are based on a partially lemmatized version of the british national corpus bnc which has the function words removed ,0,1,0
we used the procedure described in rapp 2002 with the only modification being the multiplication of the loglikelihood values with a triangular function that depends on the logarithm of a words frequency ,0,1,0
our method is based on the ones described in erkan and radev 2004 mihalcea and tarau 2004 fader et al 2007 the objective of this paper is to dynamically rank speakers or participants in a discussion ,0,1,0
eigenvector centrality in particular has been successfully applied to many different types of networks including hyperlinked web pages brin and page 1998 kleinberg 1998 lexical networks erkan and radev 2004 mihalcea and tarau 2004 kurland and lee 2005 kurland and lee 2006 and semantic networks mihalcea et al 2004 ,1,0,0
still it is in our next plans and part of our future work to embed in our model some of the interesting wsd approaches like knowledgebased sinha and mihalcea 2007 brody et al 2006 corpusbased mihalcea and csomai 2005 mccarthy et al 2004 or combinations with very high accuracy montoyo et al 2005 ,0,1,0
this method was preferred against other related methods like the one introduced in mihalcea et al 2004 since it embeds all the available semantic information existing in wordnet even edges that cross pos thus offering a richer semantic representation ,0,0,1
previous approaches include supervised learning hirao et al 2002 teufel and moens 1997 vectorial similarity computed between an initial abstract and sentences in the given document intradocument similarities salton et al 1997 or graph algorithms mihalcea and tarau 2004 erkan and radev 2004 wolf and gibson 2004 ,0,1,0
ranking algorithms such as kleinbergs hits algorithm kleinberg 1999 or googles pagerank brin and page 1998 have been traditionally and successfully used in weblink analysis brin and page 1998 social networks and more recently in text processing applications mihalcea and tarau 2004 mihalcea et al 2004 erkan and radev 2004 ,0,1,0
inspired by the idea of graph based algorithms to collectively rank and select the best candidate research efforts in the natural language community have applied graphbased approaches on keyword selection mihalcea and tarau 2004 text summarization erkan and radev 2004 mihalcea 2004 word sense disambiguation mihalcea et al 2004 mihalcea 2005 sentiment analysis pang and lee 2004 and sentence retrieval for question answering otterbacher et al 2005 ,0,1,0
such textoriented ranking methods can be applied to tasks ranging from automated extraction of keyphrases to extractive summarization and word sense disambiguation mihalcea et al 2004 ,0,1,0
using dictionaries as network of lexical items or senses has been quite popular for word sense disambiguation veronis and ide 1990 hkozima and furugori 1993 niwa and nitta 1994 before losing ground to statistical approaches even though gaume et al 2004 mihalcea et al 2004 tried a revival of such methods ,0,1,0
although various approaches to smt system combination have been explored including enhanced combination model structure rosti et al 2007 better word alignment between translations ayan et al 2008 he et al 2008 and improved confusion network construction rosti et al 2008 most previous work simply used the ensemble of smt systems based on different models and paradigms at hand and did not tackle the issue of how to obtain the ensemble in a principled way ,0,1,0
most of the work focused on seeking better word alignment for consensusbased confusion network decoding matusov et al 2006 or wordlevel system combination he et al 2008 ayan et al 2008 ,0,1,0
thus we can compute the source dependency lm score in the same way we compute the target side score using a procedure described in shen et al 2008 ,0,1,0
due to the lack of a good arabic parser compatible with the sakhr tokenization that we used on the source side we did not test the source dependency lm for arabictoenglish mt when extracting rules with source dependency structures we applied the same wellformedness constraint on the source side as we did on the target side using a procedure described by shen et al 2008 ,0,1,0
a remedy is to aggressively limit the feature space eg to syntactic labels or a small fraction of the bilingual features available as in chiang et al 2008 chiang et al 2009 but that reduces the benefit of lexical features ,0,1,0
in post and gildea 2008 shen et al 2008 target trees were employed to improve the scoring of translation theories ,0,1,0
a few studies carpuat and wu 2007 ittycheriah and roukos 2007 he et al 2008 hasan et al 2008 addressed this defect by selecting the appropriate translation rules for an input span based on its context in the input sentence ,0,1,0
the other approach is to estimate a single score or likelihood of a translation with rich features for example with the maximum entropy maxent method as in carpuat and wu 2007 ittycheriah and roukos 2007 he et al 2008 ,0,1,0
in he et al 2008 lexical 72 features were limited on each single side due to the feature space problem ,0,1,0
carpuat and wu 2007 and he et al 2008 the specific technique we used by means of a context language model is rather different ,0,1,0
73 122 baseline system and experimental setup we take bbns hierdec a stringtodependency decoder as described in shen et al 2008 as our baseline for the following two reasons it provides a strong baseline which ensures the validity of the improvement we would obtain ,0,1,0
2 linguistic and context features 21 nonterminal labels in the original stringtodependency model shen et al 2008 a translation rule is composed of a string of words and nonterminals on the source side and a wellformed dependency structure on the target side ,0,1,0
previously published approaches to reducing the rule set include enforcing a minimum span of two words per nonterminal lopez 2008 which would reduce our set to 115m rules or a minimum count mincount threshold zollmann et al 2008 which would reduce our set to 78m mincount2 or 57m mincount3 rules ,0,1,0
lopez 2008 explores whether lexical reordering or the phrase discontiguity inherent in hierarchical rules explains improvements over phrasebased systems ,0,1,0
first such a system makes use of lexical information when modeling reordering lopez 2008 which has previously been shown to be useful in germantoenglish translation koehn et al 2008 ,1,0,0
2 models search spaces and errors a translation model consists of two distinct elements an unweighted ruleset and a parameterization lopez 2008a 2009 ,0,1,0
lopez 2008b gives indirect experimental evidence that this difference affects performance ,0,1,0
our hierarchical system is hiero chiang 2007 modified to construct rules from a small sample of occurrences of each source phrase in training as described by lopez 2008b ,0,1,0
in a next step chunk information was added by a rulebased languageindependent chunker macken et al 2008 that contains distituency rules which implies that chunk boundaries are added between two pos codes that cannot occur in the same constituent ,0,1,0
macken et al 2008 showed that the results for frenchenglish were competitive to stateoftheart alignment systems ,1,0,0
then the same system weights are applied to both inchmm and joint decoding based approaches and the feature weights of them are trained using the maxbleu training method proposed by och 2003 and refined by moore and quirk 2008 ,1,0,0
previouswork eg moore and quirk 2008 cer et al 2008 has focusedonimprovingtheperformanceofpowells algorithm ,0,1,0
one such relational reasoning task is the problem of compound noun interpretation which has received a great deal of attention in recent years girju et al 2005 turney 2006 butnariu and veale 2008 ,0,1,0
turney 2008 has recently proposed a simpler svmbased algorithm for analogical classification called pairclass ,0,1,0
turney 2008 argues that many nlp tasks can be formulated in terms of analogical reasoning and he applies his pairclass algorithm to a number of problems including sat verbal analogy tests synonymantonym classification and distinction between semantically similar and semantically associated words ,0,1,0
analternativeembeddingisthatusedbyturney 2008 in his pairclass system see section 6 ,0,1,0
language modeling chen and goodman 1996 nounclustering ravichandran et al 2005 constructing syntactic rules for smt galley et al 2004 and finding analogies turney 2008 are examples of some of the problems where we need to compute relative frequencies ,0,1,0
in nlp community it has been shown that having more data results in better performance ravichandran et al 2005 brants et al 2007 turney 2008 ,0,1,0
in table 6 we report our results together with the stateoftheart from the acl wiki5 and the scores of turney 2008 pairclass and from amac herdagdelens pairspace system that was trained on ukwac ,0,1,0
2 related work turney 2008 recently advocated the need for a uniform approach to corpusbased semantic tasks ,0,1,0
such tasks will require an extension of the current framework of turney 2008 beyond evidence from the direct cooccurrence of target word pairs ,0,1,0
turney 2008 is the first to the best of our knowledge to raise the issue of a unified approach ,0,1,0
we adopt a similar approach to the one used in turney 2008 and consider each question as a separate binary classification problem with one positive training instance and 5 unknown pairs ,0,1,0
they are part of an effort to better integrate a linguistic rulebased system and the statistical correcting layer also illustrated in ueffing et al 2008 ,0,1,0
35 domain adaptation in machine translation within mt there has been a variety of approaches dealing with domain adaption for example wu et al 2008 koehn and schroeder 2007 ,0,1,0
the sampler reasons over the infinite space of possible translation units without recourse to arbitrary restrictions eg constraints drawn from a wordalignment cherry and lin 2007 zhang et al 2008b or a grammar fixed a priori blunsom et al 1f and e are the input and output sentences respectively ,0,1,0
other linear time algorithms for rank reduction are found in the literature zhang et al 2008 but they are restricted to the case of synchronous contextfree grammars a strict subclass of the lcfrs with f 2 ,0,1,0
in the smt research community the second step has been well studied and many methods have been proposed to speed up the decoding process such as nodebased or spanbased beam search with different pruning strategies liu et al 2006 zhang et al 2008a 2008b and cube pruning huang and chiang 2007 mi et al 2008 ,0,1,0
31 exhaustive search by tree fragments this method generates all possible tree fragments rooted by each node in the source parse tree or forest and then matches all the generated tree fragments against the source parts left hand side of translation rules to extract the useful rules zhang et al 2008a ,0,1,0
1 introduction recently linguisticallymotivated syntaxbased translation method has achieved great success in statistical machine translation smt galley et al 2004 liu et al 2006 2007 zhang et al 2007 2008a mi et al 2008 mi and huang 2008 zhang et al 2009 ,1,0,0
motivated by the fact that nonsyntactic phrases make nontrivial contribution to phrasebased smt the tree sequencebased translation model is proposed liu et al 2007 zhang et al 2008a that uses tree sequence as the basic translation unit rather than using single subtree as in the stsg ,0,1,0
2008a propose a tree sequencebased tree to tree translation model and zhang et al ,0,1,0
therefore structure divergence and parse errors are two of the major issues that may largely compromise the performance of syntaxbased smt zhang et al 2008a mi et al 2008 ,0,1,0
a tree sequence to string rule 174 a treesequence to string translation rule in a forest is a triple l r a where l is the tree sequence in source language r is the string containing words and variables in target language and a is the alignment between the leaf nodes of l and r this definition is similar to that of liu et al 2007 zhang et al 2008a except our treesequence is defined in forest ,0,1,0
to address this issue many syntaxbased approaches yamada and knight 2001 eisner 2003 gildea 2003 ding and palmer 2005 quirk et al 2005 zhang et al 2007 2008a bod 2007 liu et al 2006 2007 hearne and way 2003 tend to integrate more syntactic information to enhance the noncontiguous phrase modeling ,0,1,0
nevertheless the generated rules are strictly required to be derived from the contiguous translational equivalences galley et al 2006 marcu et al 2006 zhang et al 2007 2008a 2008b liu et al 2006 2007 ,0,1,0
2 we illustrate the rule extraction with an example from the treetotree translation model based on tree sequence alignment zhang et al 2008a without losing of generality to most syntactic tree based models ,0,1,0
word alignment is also a required first step in other algorithms such as for learning subsentential phrase pairs lavie et al 2008 or the generation of parallel treebanks zhechev and way 2002 ,0,1,0
previously published approaches to reducing the rule set include enforcing a minimum span of two words per nonterminal lopez 2008 which would reduce our set to 115m rules or a minimum count mincount threshold zollmann et al 2008 which would reduce our set to 78m mincount2 or 57m mincount3 rules ,0,1,0
zollmann et al 2008 ,0,1,0
this is in direct contrast to recent reported results in which other filtering strategies lead to degraded performance shen et al 2008 zollmann et al 2008 ,0,1,0
the fluency models hold promise for actual improvements in machine translation output quality zwarts and dras 2008 ,1,0,0
dolan 1994 and krovetz and croft 1992 claim that finegrained semantic distinctions are unlikely to be of practical value for many applications ,0,1,0
much work has gone into methods for measuring synset similarity early work in this direction includes dolan 1994 which attempted to discover sense similarities between dictionary senses ,0,1,0
recognizing this dolan 1994 proposes a method for ambiguating dictionary senses by combining them to create grosser sense distinctions ,0,1,0
various approaches to word sense division have been proposed in the literature on wsd including 1 sense numbers in everyday dictionaries lesk 1986 cowie guthrie and guthrie 1992 2 automatic or handcrafted clusters of dictionary senses dolan 1994 bruce and wiebe 1995 luk department of computer science national tsing hua university hsinchu 30043 taiwan roc ,0,1,0
82 chen and chang topical clustering dolan 1994 maintains the position that intersense relations are mostly idiosyncratical thereby making it difficult to characterize them in a general way so as to identify them ,0,1,0
however they do not elaborate on how the comparisons are done or on how effective the program is dolan 1994 describes a heuristic approach to forming unlabeled clusters of closely related senses in an mrd ,0,1,0
as noted in dolan 1994 it is possible to run a senseclustering algorithm on several mrds to build an integrated lexical database with more complete coverage of word senses ,0,1,0
these relations are then used for various tasks ranging from the interpretation of a noun sequence vanderwende 1994 or a prepositional phrase ravin 1990 to resolving structural ambiguity jenson and binot 1987 to merging dictionary senses for wsd dolan 1994 ,0,1,0
5 related work dolan 1994 describes a method for clustering word senses with the use of information provided in the electronic version of ldoce textual definitions semantic relations domain labels etc ,0,1,0
this approach took inspiration from the pioneering work by dolan 1994 but it is also fundamentally different because instead of grouping similar senses together the corelex approach groups together words according to all of their senses ,1,0,0
dolan 1994 described a heuristic approach to forming unlabeled clusters of closely related senses in a mrd ,0,1,0
dolan 1994 observed that sense division in mrd is frequently too free for the purpose of wsd ,0,1,0
